ID	Class	Text
1380	pks	ACP AT KS AT ACP KS KS ACP KS KS AT ACP ACP AT KS KS ACP AT ACP AT ACP AT KS KS KS AT AT
1381	pks	ACP KS KS KS AT KS ACP ACP ACP KS ACP KS AT AT ACP KS ACP AT AT AT ACP AT AT ACP ACP ACP
1382	pks	KS KS ACP AT AT ACP KS KS AT KS ACP AT KS AT AT AT AT KS AT KS KS KS KS KS ACP AT ACP KS AT KS ACP ACP KS
1383	pks	AT AT KS AT AT KS ACP AT KS KS KS AT AT AT AT AT ACP KS AT KS AT AT ACP KS KS ACP ACP KS KS KS ACP KS ACP KS ACP ACP AT KS ACP AT
1384	pks	AT ACP AT ACP ACP KS KS KS ACP KS KS KS AT ACP ACP AT AT AT ACP ACP AT AT KS
1385	pks	ACP ACP AT ACP AT KS ACP AT ACP AT ACP AT KS ACP KS ACP ACP AT
1386	pks	KS AT AT ACP AT KS ACP ACP KS AT KS AT ACP
1387	pks	KS AT AT AT KS AT KS KS
1388	pks	AT AT AT ACP KS AT ACP KS ACP KS ACP AT AT KS
1389	pks	KS ACP AT AT AT KS ACP AT ACP AT KS ACP KS ACP AT AT
1390	pks	KS ACP KS AT ACP ACP KS ACP AT AT ACP ACP KS KS KS KS AT KS ACP KS KS KS ACP KS ACP AT ACP ACP AT AT KS AT ACP KS KS AT ACP AT
1391	pks	ACP KS KS AT AT ACP ACP ACP ACP AT KS AT ACP AT KS ACP KS ACP KS KS ACP AT ACP ACP KS KS AT ACP KS ACP KS ACP
1392	pks	KS ACP KS ACP ACP KS KS ACP AT AT KS AT AT ACP
1393	pks	ACP AT KS AT ACP ACP ACP AT ACP KS
1394	pks	AT ACP KS KS KS KS KS ACP KS ACP KS AT ACP AT KS ACP ACP KS AT ACP KS ACP ACP ACP AT KS AT KS KS ACP KS KS ACP ACP AT KS
1395	pks	AT ACP ACP AT KS AT AT ACP KS ACP ACP AT ACP ACP ACP AT ACP AT KS ACP ACP AT KS ACP ACP KS AT ACP ACP ACP AT KS ACP ACP
1396	pks	AT KS AT AT ACP
1397	pks	ACP ACP KS ACP KS AT ACP AT AT AT ACP KS KS AT KS ACP ACP AT AT ACP ACP ACP KS KS KS
1398	pks	KS AT KS KS ACP ACP ACP KS AT ACP ACP ACP
1399	pks	KS AT KS KS AT KS ACP ACP ACP ACP AT AT KS KS ACP
1400	pks	KS AT AT KS KS ACP KS ACP ACP ACP KS KS ACP AT KS KS KS AT KS KS ACP KS ACP AT AT AT ACP ACP KS KS ACP ACP
1401	pks	AT ACP KS AT AT KS AT AT ACP ACP AT KS ACP KS KS AT ACP ACP ACP ACP AT AT ACP AT ACP ACP AT AT AT ACP KS KS AT
1402	pks	ACP ACP ACP AT ACP ACP AT ACP AT ACP KS AT AT KS ACP KS
1403	pks	KS ACP KS KS ACP ACP KS
1404	pks	KS KS ACP ACP KS KS ACP AT
1405	pks	ACP KS KS AT KS KS AT AT AT AT AT AT AT ACP AT ACP AT ACP AT ACP
1406	pks	KS KS ACP KS KS AT AT KS AT AT ACP
1407	pks	KS AT AT ACP KS ACP AT ACP ACP AT KS ACP AT AT ACP AT AT KS KS AT AT ACP KS KS AT AT ACP KS KS KS KS KS KS KS ACP
1408	pks	AT AT ACP ACP AT ACP AT ACP ACP ACP KS ACP ACP KS KS ACP AT KS AT ACP ACP AT AT AT ACP AT AT KS ACP AT AT AT AT AT KS KS
1409	pks	AT KS ACP AT KS ACP ACP AT AT ACP KS AT KS AT AT ACP ACP ACP KS AT AT KS KS AT AT ACP
1410	pks	KS ACP KS ACP ACP KS AT ACP ACP KS ACP ACP AT ACP AT ACP ACP KS AT KS ACP ACP ACP ACP AT KS AT KS KS AT KS ACP KS KS KS ACP KS
1411	pks	KS KS KS ACP ACP KS KS ACP ACP KS
1412	pks	KS AT ACP KS KS ACP AT ACP KS AT KS KS AT ACP AT KS AT AT AT ACP KS ACP
1413	pks	KS AT ACP ACP KS
1414	pks	ACP KS AT AT AT KS ACP ACP ACP AT AT KS KS KS ACP KS KS
1415	pks	AT KS ACP ACP ACP AT KS ACP ACP AT ACP AT ACP AT KS ACP ACP KS KS ACP ACP ACP AT KS ACP AT ACP AT AT ACP KS ACP KS AT ACP
1416	pks	KS AT AT KS ACP ACP ACP ACP ACP KS KS KS KS
1417	pks	ACP KS ACP KS ACP KS ACP AT KS KS AT ACP AT
1418	pks	ACP KS KS AT AT ACP AT KS KS AT KS KS AT ACP KS ACP KS KS KS KS KS ACP ACP KS AT AT KS ACP ACP AT KS KS KS ACP AT ACP ACP KS AT
1419	pks	KS AT KS KS AT KS KS KS ACP KS
1420	pks	AT ACP KS KS KS KS KS KS AT AT AT AT ACP ACP KS AT ACP AT ACP ACP ACP AT KS AT AT ACP AT AT AT ACP AT
1421	pks	AT KS AT KS AT ACP ACP KS AT ACP KS ACP ACP AT KS AT ACP ACP ACP KS ACP AT KS KS AT AT AT ACP ACP ACP KS AT ACP ACP
1422	pks	AT AT ACP KS KS KS KS KS AT ACP ACP ACP ACP AT
1423	pks	AT KS ACP KS ACP ACP KS ACP KS ACP KS AT ACP AT AT ACP ACP ACP AT ACP KS ACP KS ACP ACP AT ACP AT ACP AT AT AT
1424	pks	AT KS AT AT KS KS ACP AT KS ACP AT ACP ACP ACP ACP AT KS KS KS KS KS KS ACP AT KS KS AT KS AT AT KS KS KS AT ACP AT KS AT AT KS
1425	pks	AT KS KS KS ACP ACP KS KS ACP AT ACP
1426	pks	AT KS KS ACP AT KS KS KS ACP ACP AT AT ACP
1427	pks	KS KS AT KS AT AT ACP ACP ACP ACP ACP KS AT AT AT AT KS ACP AT AT
1428	pks	KS ACP AT ACP AT KS KS AT AT AT KS AT ACP KS KS KS
1429	pks	AT AT AT ACP ACP ACP AT ACP KS KS AT KS KS ACP KS AT KS KS AT AT KS KS ACP ACP AT KS ACP AT ACP AT AT AT
1430	pks	ACP ACP KS AT KS AT AT KS AT AT ACP AT KS ACP KS KS AT ACP KS AT AT ACP KS ACP AT AT
1431	pks	KS KS KS ACP ACP KS KS ACP ACP KS KS KS ACP ACP ACP ACP AT AT KS KS KS KS ACP AT ACP AT ACP KS AT
1432	pks	AT AT AT KS AT KS KS AT ACP KS AT AT KS ACP
1433	pks	KS KS KS ACP KS ACP AT KS ACP KS ACP AT AT AT KS ACP KS KS AT AT AT KS AT ACP ACP ACP ACP AT AT AT
1434	pks	AT ACP KS KS ACP AT KS KS
1435	pks	KS AT AT ACP KS AT KS KS AT KS ACP ACP
1436	pks	AT ACP AT ACP KS KS KS ACP ACP ACP ACP AT ACP ACP AT AT AT
1437	pks	ACP KS KS KS ACP KS ACP ACP KS AT KS KS ACP KS KS KS KS ACP KS AT AT ACP ACP
1438	pks	ACP AT ACP AT AT AT AT AT ACP KS KS KS AT AT ACP ACP ACP ACP KS AT AT ACP ACP ACP ACP KS KS KS KS
1439	pks	KS ACP KS KS AT KS AT AT ACP AT KS KS AT ACP AT ACP AT KS AT KS ACP ACP KS AT AT AT
1440	pks	AT AT KS ACP
1441	pks	ACP KS KS KS ACP ACP ACP KS KS AT ACP KS AT KS KS KS ACP AT AT AT AT AT AT KS KS KS ACP AT ACP ACP KS AT ACP ACP KS KS AT AT AT
1442	pks	ACP KS ACP ACP AT KS AT ACP AT ACP AT AT KS AT ACP
1443	pks	ACP AT ACP AT AT ACP ACP AT AT AT KS AT ACP KS KS KS AT ACP AT ACP KS
1444	pks	KS AT ACP KS AT ACP AT AT ACP ACP ACP AT AT AT ACP ACP KS AT ACP ACP AT AT AT ACP KS KS KS ACP KS
1445	pks	AT ACP KS ACP
1446	pks	ACP AT KS KS KS KS AT
1447	pks	ACP KS AT ACP AT ACP KS ACP AT AT AT AT AT KS KS KS ACP ACP
1448	pks	AT KS KS KS KS AT AT AT ACP AT KS ACP ACP AT AT AT KS ACP ACP AT KS AT
1449	pks	KS KS ACP AT AT AT KS AT
1450	pks	ACP KS KS ACP ACP AT AT ACP ACP ACP AT AT ACP KS KS KS KS KS AT AT ACP KS ACP KS ACP ACP AT
1451	pks	AT AT KS KS AT ACP AT KS AT ACP KS KS AT KS ACP ACP AT ACP KS AT KS KS ACP KS ACP
1452	pks	AT ACP KS AT
1453	pks	KS KS ACP AT ACP AT AT AT AT
1454	pks	KS KS AT ACP AT KS KS ACP ACP ACP AT ACP KS AT ACP KS ACP AT ACP ACP KS KS AT KS KS AT AT AT AT ACP AT
1455	pks	KS KS ACP KS AT ACP AT AT ACP ACP KS AT ACP ACP KS KS AT AT ACP KS ACP AT AT ACP ACP
1456	pks	AT KS ACP ACP ACP KS KS KS AT KS KS AT AT ACP KS ACP AT AT KS
1457	pks	ACP KS KS KS AT ACP KS KS KS ACP AT ACP KS AT KS KS ACP AT ACP
1458	pks	KS KS ACP ACP ACP ACP KS AT KS ACP AT KS KS KS KS ACP KS ACP
1459	pks	ACP AT AT AT ACP AT KS AT
1460	pks	AT ACP KS ACP ACP AT ACP AT AT ACP AT ACP ACP KS KS AT ACP AT ACP AT KS KS AT KS KS KS KS KS KS KS ACP
1461	pks	ACP KS ACP ACP AT AT KS ACP KS AT ACP AT KS ACP KS AT AT KS KS KS ACP ACP KS KS KS AT
1462	pks	AT ACP AT AT AT AT AT AT AT AT KS AT ACP KS AT ACP AT AT ACP AT KS AT AT ACP KS AT ACP AT KS AT KS AT AT AT AT
1463	pks	KS ACP KS KS KS ACP ACP ACP ACP KS KS ACP AT ACP AT AT ACP ACP ACP ACP KS ACP KS
1464	pks	ACP KS ACP KS KS KS ACP AT AT AT KS KS ACP ACP ACP
1465	pks	KS AT KS AT ACP AT AT ACP ACP AT ACP ACP ACP ACP AT ACP AT KS ACP AT AT ACP AT AT
1466	pks	ACP ACP KS ACP KS KS ACP AT AT ACP AT ACP ACP AT KS ACP AT ACP AT ACP ACP ACP AT KS AT ACP KS KS
1467	pks	KS KS ACP KS KS AT ACP KS KS ACP ACP AT KS AT
1468	pks	KS ACP AT KS KS ACP ACP AT KS ACP AT KS ACP KS ACP AT
1469	pks	AT ACP AT KS KS AT ACP KS ACP AT KS AT AT AT AT ACP KS ACP AT AT AT KS KS KS ACP KS KS ACP AT
1470	pks	KS KS AT KS KS KS KS ACP AT ACP ACP AT ACP KS KS KS AT AT KS AT KS KS AT AT KS
1471	pks	KS ACP ACP AT ACP ACP AT AT AT ACP AT ACP KS ACP KS ACP KS ACP ACP AT ACP KS AT AT KS ACP KS AT ACP KS AT KS KS ACP ACP AT AT AT
1472	pks	AT KS AT KS AT AT AT AT KS KS KS KS ACP AT ACP ACP ACP KS AT KS AT AT AT AT AT ACP KS KS KS
1473	pks	AT AT ACP KS ACP ACP ACP ACP KS AT ACP AT ACP ACP ACP KS KS ACP ACP KS ACP ACP AT ACP AT KS AT AT
1474	pks	KS ACP ACP KS AT
1475	pks	KS AT ACP ACP AT AT AT AT KS AT AT ACP ACP ACP AT KS AT ACP ACP AT ACP AT AT KS
1476	pks	KS AT ACP KS KS ACP KS ACP KS AT KS AT ACP ACP ACP KS AT
1477	pks	AT KS ACP ACP KS AT KS ACP KS AT KS ACP AT KS KS ACP ACP AT ACP AT AT ACP KS AT KS KS
1478	pks	AT ACP AT ACP AT ACP AT AT AT AT AT KS KS AT AT AT KS AT KS KS AT ACP AT ACP KS
1479	pks	AT AT AT AT AT AT
1480	pks	AT KS AT AT ACP ACP ACP KS AT ACP AT ACP AT ACP ACP ACP KS KS ACP KS AT AT AT ACP ACP AT ACP ACP KS KS KS AT KS ACP AT
1481	pks	AT AT ACP AT KS ACP KS ACP AT ACP AT AT ACP ACP
1482	pks	AT ACP KS AT KS AT AT KS AT KS KS AT KS AT KS AT AT KS ACP KS KS AT KS AT AT KS
1483	pks	AT ACP KS KS AT ACP KS ACP KS KS AT ACP AT ACP ACP KS ACP AT ACP KS KS AT ACP KS KS AT KS AT KS KS ACP KS ACP ACP AT ACP ACP AT AT
1484	pks	AT ACP ACP ACP KS KS KS ACP AT AT AT AT AT KS AT AT KS KS KS AT KS ACP
1485	pks	KS ACP ACP AT KS ACP
1486	pks	ACP AT KS AT ACP
1487	pks	AT AT AT KS ACP KS ACP KS ACP KS KS KS ACP KS KS ACP ACP AT AT KS ACP ACP KS KS ACP KS KS AT AT KS KS
1488	pks	ACP AT ACP KS ACP AT KS ACP KS KS AT KS KS ACP KS KS KS AT AT ACP KS ACP AT KS KS AT KS KS ACP
1489	pks	AT KS ACP ACP KS AT ACP KS ACP ACP ACP AT AT AT KS ACP KS AT ACP AT KS ACP ACP KS AT AT AT AT AT AT ACP ACP KS AT
1490	pks	ACP ACP KS KS AT KS ACP ACP KS KS ACP ACP ACP AT KS ACP KS
1491	pks	AT ACP ACP KS AT
1492	pks	KS ACP AT ACP AT AT AT AT AT KS AT ACP ACP ACP KS KS KS KS KS AT
1493	pks	KS KS ACP ACP ACP AT KS KS ACP AT ACP ACP AT AT KS KS ACP AT ACP KS ACP AT ACP
1494	pks	AT KS KS KS ACP KS AT ACP KS AT KS ACP AT AT ACP AT KS ACP AT KS KS ACP AT AT ACP AT KS KS KS AT KS AT ACP KS KS
1495	pks	KS KS KS AT ACP ACP KS AT AT ACP AT AT AT KS AT AT KS ACP AT AT KS KS KS AT AT AT KS KS ACP AT KS AT ACP KS ACP KS ACP
1496	pks	ACP ACP ACP KS AT AT AT ACP AT AT KS ACP KS AT KS KS ACP KS AT AT AT KS ACP AT AT KS KS KS ACP AT KS KS KS AT ACP ACP AT AT
1497	pks	ACP AT AT AT ACP AT KS AT KS
1498	pks	KS KS ACP ACP ACP KS KS KS ACP AT ACP AT KS KS KS KS AT ACP ACP ACP ACP KS ACP
1499	pks	KS ACP KS ACP AT KS KS ACP AT AT KS AT AT ACP ACP KS ACP KS AT AT KS ACP ACP KS AT AT KS KS AT ACP
1500	pks	ACP AT ACP KS ACP KS ACP ACP KS KS KS ACP AT ACP KS AT AT AT KS AT AT KS KS AT KS ACP AT AT KS ACP KS AT KS ACP
1501	pks	AT ACP AT ACP AT KS KS ACP KS AT KS ACP ACP KS KS KS AT ACP ACP
1502	pks	ACP KS KS AT AT AT
1503	pks	AT AT KS KS AT ACP AT KS AT ACP KS ACP AT AT ACP KS AT KS KS ACP ACP AT ACP ACP
1504	pks	ACP KS KS AT AT AT AT KS AT KS AT ACP AT ACP KS AT AT AT KS AT KS KS AT KS KS AT AT ACP AT ACP KS AT KS
1505	pks	KS ACP ACP AT AT ACP ACP AT KS ACP AT ACP AT KS ACP AT ACP KS ACP ACP KS AT AT ACP ACP AT KS ACP AT KS KS KS AT KS AT KS ACP KS AT KS
1506	pks	ACP KS ACP KS ACP ACP KS ACP KS ACP AT AT ACP ACP ACP KS ACP KS ACP AT KS AT ACP AT ACP KS KS AT KS AT AT KS
1507	pks	ACP ACP ACP ACP ACP KS KS ACP KS ACP KS KS KS AT KS AT KS AT KS KS ACP
1508	pks	ACP KS AT KS KS AT AT KS AT AT ACP ACP ACP AT ACP KS KS ACP AT ACP
1509	pks	ACP KS ACP ACP
1510	pks	KS ACP KS AT KS AT ACP ACP AT ACP KS KS ACP KS ACP ACP ACP KS AT KS KS ACP AT AT AT AT KS AT
1511	pks	AT ACP KS ACP KS KS AT AT KS ACP ACP AT KS KS AT KS KS ACP AT KS KS KS AT AT KS KS KS KS ACP AT KS AT ACP ACP AT
1512	pks	KS KS ACP AT KS AT ACP
1513	pks	ACP ACP ACP KS
1514	pks	KS AT AT ACP AT ACP ACP ACP KS AT KS AT AT KS AT AT KS ACP KS AT KS AT KS ACP ACP KS AT ACP KS ACP ACP ACP AT KS AT AT ACP ACP AT
1515	pks	KS ACP ACP AT KS AT ACP KS ACP ACP KS KS ACP KS ACP ACP ACP ACP AT ACP ACP ACP KS ACP KS ACP
1516	pks	AT ACP KS KS KS KS KS KS AT AT AT AT KS ACP AT KS KS ACP KS AT AT KS KS ACP AT KS ACP ACP AT AT KS KS AT ACP ACP AT
1517	pks	AT AT KS KS ACP ACP AT AT AT AT AT KS ACP KS KS KS AT KS KS AT ACP KS AT AT KS KS KS ACP
1518	pks	AT KS AT ACP AT ACP ACP AT AT AT KS AT KS ACP KS AT
1519	pks	ACP AT AT ACP AT AT AT KS KS
1520	pks	AT AT ACP ACP AT AT KS ACP ACP KS ACP ACP KS ACP ACP ACP AT AT ACP KS AT ACP ACP ACP ACP ACP KS
1521	pks	ACP ACP KS ACP AT AT KS KS AT AT KS ACP AT KS ACP ACP ACP ACP AT ACP ACP ACP ACP KS KS AT KS AT KS ACP ACP KS AT AT ACP KS KS ACP AT ACP
1522	pks	ACP ACP AT KS AT AT AT KS KS KS ACP AT AT KS AT ACP ACP ACP AT AT AT AT AT ACP AT ACP ACP AT AT AT KS AT KS ACP AT
1523	pks	AT AT KS KS AT AT ACP ACP ACP ACP ACP AT AT ACP ACP AT KS ACP ACP AT
1524	pks	ACP KS AT AT KS ACP ACP KS ACP KS AT ACP ACP
1525	pks	KS ACP AT ACP ACP ACP ACP KS AT ACP KS ACP KS KS ACP AT AT KS AT AT
1526	pks	ACP ACP AT ACP AT AT AT ACP ACP KS AT AT ACP AT KS KS ACP KS KS ACP ACP AT KS KS KS KS ACP KS ACP ACP AT
1527	pks	KS ACP AT ACP ACP ACP ACP ACP AT AT AT ACP KS KS KS ACP KS KS ACP ACP ACP KS ACP AT ACP AT KS KS KS AT
1528	pks	ACP AT ACP AT KS AT KS KS KS KS AT ACP AT ACP ACP KS ACP AT KS ACP AT AT ACP AT AT AT KS ACP AT KS ACP
1529	pks	AT KS ACP ACP ACP ACP ACP KS ACP ACP KS AT ACP AT AT ACP KS AT AT AT AT AT KS AT AT ACP KS ACP ACP KS AT AT KS KS ACP ACP KS AT AT ACP
1530	pks	AT KS ACP KS KS KS KS ACP KS KS KS AT AT ACP AT AT KS ACP AT AT KS KS AT AT KS ACP ACP ACP KS AT KS AT ACP ACP AT KS KS KS AT KS
1531	pks	KS KS AT ACP ACP KS KS AT ACP ACP AT AT KS
1532	pks	KS KS ACP ACP AT KS
1533	pks	AT KS ACP ACP AT KS ACP KS ACP AT ACP KS AT ACP KS ACP ACP ACP ACP ACP ACP KS AT ACP AT ACP KS AT ACP ACP KS AT ACP ACP AT ACP ACP
1534	pks	ACP AT ACP AT KS ACP AT ACP AT ACP ACP ACP AT KS KS ACP AT AT AT KS AT ACP ACP KS AT AT
1535	pks	ACP AT ACP ACP ACP AT ACP ACP KS KS KS ACP AT
1536	pks	AT KS AT ACP ACP ACP AT AT KS KS AT AT KS ACP KS AT AT KS KS
1537	pks	KS KS ACP ACP
1538	pks	ACP KS ACP ACP KS KS KS
1539	pks	AT ACP KS AT ACP AT ACP AT KS KS AT ACP ACP AT ACP AT AT KS AT AT AT
1540	pks	AT ACP KS KS KS ACP AT ACP KS AT KS KS AT KS KS ACP KS KS AT ACP AT AT ACP KS AT ACP
1541	pks	ACP AT ACP ACP KS ACP ACP AT KS ACP KS AT AT KS ACP ACP AT ACP ACP ACP ACP AT AT AT ACP ACP AT AT ACP AT
1542	pks	AT ACP AT AT KS AT AT KS ACP ACP ACP KS ACP AT AT AT AT KS ACP KS KS AT KS KS ACP AT ACP AT AT AT KS KS KS AT KS AT KS AT
1543	pks	ACP AT ACP KS AT KS ACP KS AT KS KS
1544	pks	KS AT AT AT ACP ACP ACP ACP KS KS AT ACP ACP AT KS KS ACP ACP KS KS ACP AT KS ACP
1545	pks	ACP AT ACP AT ACP KS KS KS KS AT AT AT ACP AT ACP KS ACP KS KS KS AT ACP KS AT KS AT KS ACP KS AT
1546	pks	ACP ACP ACP KS ACP AT AT KS AT ACP
1547	pks	AT AT KS KS ACP ACP KS AT ACP ACP KS KS AT AT ACP AT AT KS KS AT ACP AT ACP ACP ACP KS ACP AT
1548	pks	KS AT AT KS ACP KS AT KS KS KS AT KS ACP ACP
1549	pks	AT ACP KS AT AT KS ACP AT ACP AT ACP KS KS KS AT AT KS KS AT ACP ACP AT KS AT KS KS ACP KS ACP AT AT KS KS ACP
1550	pks	AT KS KS KS ACP AT ACP AT ACP
1551	pks	KS ACP AT KS ACP AT KS KS ACP ACP AT AT ACP KS KS KS KS AT AT AT KS KS ACP AT ACP KS ACP ACP ACP AT KS KS ACP KS
1552	pks	KS KS AT KS KS AT AT KS ACP AT AT KS KS ACP ACP KS AT ACP AT AT AT KS AT AT KS AT KS AT ACP KS ACP AT AT KS
1553	pks	AT AT ACP KS KS KS ACP AT AT KS ACP ACP KS AT AT AT KS AT AT AT KS AT AT KS AT
1554	pks	AT KS AT AT AT ACP ACP KS AT AT KS ACP
1555	pks	ACP AT AT KS ACP AT AT ACP ACP KS KS ACP ACP ACP KS ACP
1556	pks	AT ACP KS AT ACP KS KS ACP ACP KS AT ACP KS AT AT KS KS KS ACP AT ACP KS AT ACP AT KS KS ACP KS ACP
1557	pks	AT ACP AT AT KS ACP
1558	pks	KS AT ACP KS ACP AT KS AT KS KS KS ACP KS KS ACP AT ACP AT ACP KS ACP ACP AT ACP ACP ACP KS AT KS KS ACP KS KS AT
1559	pks	KS ACP AT AT ACP KS AT AT ACP ACP AT
1560	pks	ACP AT ACP KS AT KS KS ACP AT AT AT AT
1561	pks	AT KS AT KS AT KS KS ACP AT KS AT
1562	pks	AT AT ACP AT KS KS AT AT ACP AT AT ACP
1563	pks	ACP KS ACP KS ACP KS ACP AT ACP AT AT AT KS ACP ACP ACP AT AT AT ACP KS AT AT AT ACP ACP KS AT KS ACP KS ACP AT AT ACP ACP AT KS ACP
1564	pks	ACP ACP KS AT AT ACP KS ACP ACP AT ACP ACP AT KS KS AT ACP KS KS ACP ACP ACP KS KS KS KS ACP AT AT KS ACP
1565	pks	ACP KS AT ACP KS ACP KS AT
1566	pks	AT ACP ACP KS
1567	pks	ACP KS AT KS ACP AT AT ACP KS AT ACP ACP ACP KS ACP KS AT AT ACP
1568	pks	AT KS AT AT ACP AT ACP KS KS AT
1569	pks	KS AT KS KS KS ACP AT ACP AT KS KS AT ACP KS KS AT AT AT KS AT KS ACP ACP ACP KS KS KS KS ACP AT AT KS KS
1570	pks	ACP KS KS KS AT KS ACP ACP KS KS ACP ACP AT AT AT AT ACP AT ACP AT AT AT ACP KS AT
1571	pks	KS KS KS KS AT ACP KS KS AT AT KS KS AT AT KS KS KS AT ACP ACP AT KS AT ACP
1572	pks	ACP AT KS KS ACP ACP ACP AT ACP AT AT ACP AT AT ACP AT AT AT KS ACP ACP ACP KS ACP KS AT ACP KS ACP AT KS AT KS KS KS ACP ACP ACP KS ACP
1573	pks	ACP KS KS AT
1574	pks	KS KS KS KS KS KS ACP
1575	pks	AT KS KS ACP ACP KS AT AT AT KS KS AT AT KS AT ACP KS
1576	pks	AT KS AT KS KS AT AT ACP KS ACP AT KS AT KS KS ACP ACP AT KS AT KS ACP KS KS
1577	pks	ACP ACP AT KS ACP ACP KS KS ACP ACP AT AT ACP ACP KS KS AT ACP AT KS KS ACP ACP ACP ACP KS ACP AT AT AT AT
1578	pks	ACP AT KS ACP KS ACP AT ACP ACP ACP KS AT ACP KS ACP AT KS ACP ACP KS ACP AT ACP AT AT KS ACP KS KS AT AT ACP AT AT AT ACP KS ACP AT KS
1579	pks	KS KS AT ACP ACP KS ACP KS ACP KS AT AT ACP
1580	pks	KS KS ACP AT KS KS ACP ACP KS AT AT KS ACP ACP ACP AT AT ACP AT AT ACP AT KS
1581	pks	AT AT AT ACP KS KS AT ACP AT KS AT KS KS KS ACP AT
1582	pks	KS AT KS AT KS ACP KS ACP ACP AT AT AT KS ACP KS KS ACP KS AT KS KS ACP ACP AT AT
1583	pks	ACP KS AT KS KS ACP ACP AT ACP AT KS AT AT KS KS ACP KS ACP KS KS
1584	pks	KS AT KS ACP KS AT ACP KS KS AT AT KS AT ACP ACP KS AT KS KS KS ACP ACP KS AT AT
1585	pks	ACP ACP ACP ACP AT KS KS AT AT AT KS AT AT AT KS AT KS AT KS AT KS AT AT ACP ACP KS ACP KS KS AT ACP
1586	pks	AT AT ACP KS AT KS KS AT KS KS AT KS AT ACP ACP KS ACP ACP ACP ACP AT ACP ACP KS KS ACP KS AT AT ACP KS AT ACP AT KS KS AT AT AT KS
1587	pks	ACP ACP ACP KS ACP ACP AT KS KS ACP KS KS AT KS KS KS KS ACP AT ACP AT KS ACP ACP AT AT ACP ACP ACP AT ACP KS AT AT ACP AT KS
1588	pks	AT KS AT AT ACP AT KS AT ACP AT KS ACP ACP AT KS KS AT KS AT ACP
1589	pks	ACP AT ACP ACP AT KS KS ACP ACP AT ACP AT ACP ACP KS AT ACP ACP
1590	pks	AT KS AT ACP KS ACP ACP
1591	pks	AT KS AT AT KS KS AT ACP KS AT KS AT AT ACP KS ACP KS KS ACP AT AT AT AT AT ACP KS AT AT ACP AT KS AT ACP AT
1592	pks	KS KS ACP AT ACP KS KS AT KS AT KS KS ACP AT KS AT AT ACP ACP KS ACP ACP AT AT ACP KS KS KS ACP ACP AT ACP ACP AT
1593	pks	KS KS KS AT AT ACP KS ACP ACP ACP KS AT ACP ACP KS ACP AT AT KS KS ACP ACP KS AT KS KS KS AT ACP
1594	pks	KS AT KS KS ACP KS KS AT AT KS KS ACP ACP AT ACP AT KS ACP ACP AT ACP AT AT ACP AT AT AT AT KS ACP
1595	pks	AT KS ACP ACP KS AT AT AT AT AT ACP ACP KS
1596	pks	ACP KS KS AT KS ACP KS
1597	pks	AT ACP AT AT KS AT KS AT AT KS AT KS AT AT ACP ACP KS KS ACP AT KS AT AT ACP AT
1598	pks	AT ACP AT KS AT KS AT ACP KS AT AT KS ACP AT AT ACP KS AT ACP ACP KS AT ACP ACP
1599	pks	ACP AT ACP KS AT AT AT KS AT KS KS AT ACP ACP ACP KS AT ACP AT ACP KS AT KS AT AT ACP ACP AT
1600	pks	KS ACP ACP KS ACP ACP KS
1601	pks	ACP AT AT AT KS ACP KS AT AT AT AT KS KS ACP AT AT ACP KS AT ACP
1602	pks	AT AT AT ACP AT ACP AT AT ACP KS AT AT AT
1603	pks	ACP ACP ACP AT KS KS AT AT AT ACP AT ACP KS KS
1604	pks	ACP ACP KS KS KS ACP
1605	pks	KS ACP KS AT AT KS ACP KS KS KS AT AT ACP AT ACP ACP ACP KS ACP ACP AT AT ACP AT ACP ACP KS KS ACP AT KS ACP
1606	pks	ACP ACP ACP ACP KS ACP KS KS KS ACP AT ACP ACP KS AT KS ACP ACP KS
1607	pks	AT ACP AT KS KS KS AT KS KS ACP KS AT ACP KS ACP KS KS
1608	pks	AT AT ACP AT ACP ACP KS KS ACP ACP AT
1609	pks	ACP AT KS AT ACP AT KS AT KS AT ACP ACP KS AT AT AT KS AT KS ACP ACP KS AT AT ACP KS
1610	pks	ACP KS AT ACP AT KS KS KS ACP ACP ACP KS AT ACP AT ACP KS AT AT AT
1611	pks	KS ACP ACP AT AT ACP KS AT ACP ACP AT AT AT AT ACP KS KS KS ACP KS KS AT KS
1612	pks	AT ACP ACP KS KS ACP KS AT KS AT ACP AT ACP KS ACP ACP KS KS AT KS KS AT AT AT
1613	pks	KS KS ACP ACP AT ACP ACP ACP ACP KS ACP AT AT AT ACP AT KS AT ACP ACP ACP
1614	pks	AT ACP ACP AT ACP KS KS KS KS AT
1615	pks	KS KS ACP ACP AT KS AT AT KS AT AT ACP AT KS KS KS AT ACP KS KS AT AT AT AT KS AT ACP ACP AT KS ACP AT AT AT ACP
1616	pks	KS AT KS KS AT KS KS KS AT AT KS ACP AT ACP AT AT ACP KS
1617	pks	ACP AT ACP AT KS KS ACP AT KS KS ACP
1618	pks	KS AT KS KS AT KS KS AT AT ACP ACP ACP ACP KS ACP ACP KS KS KS KS ACP AT AT AT
1619	pks	ACP AT ACP AT AT AT KS AT ACP AT KS AT KS AT
